"","age","job","marital","education","default","balance","housing","loan","duration","deposit"
"24220",51,"technician","married","secondary","no",195,"yes","no",78,"no"
"24221",57,"management","married","secondary","no",7162,"no","no",83,"no"
"24222",57,"management","married","tertiary","no",1636,"no","no",123,"no"
"24223",58,"retired","married","secondary","no",425,"yes","yes",100,"no"
"24224",55,"entrepreneur","married","primary","no",199,"no","no",176,"no"
"24225",45,"management","married","tertiary","no",1323,"yes","no",550,"no"
"24226",48,"management","married","tertiary","no",3419,"yes","no",75,"no"
"24227",55,"retired","married","secondary","no",103,"yes","yes",57,"no"
"24228",47,"management","married","tertiary","no",1028,"no","yes",55,"no"
"24229",48,"management","divorced","secondary","no",17,"yes","no",195,"no"
"24230",39,"admin.","married","secondary","no",2598,"no","no",123,"no"
"24231",47,"blue-collar","married","secondary","no",1484,"no","no",297,"no"
"24232",40,"self-employed","single","tertiary","no",1693,"yes","no",353,"no"
"24233",37,"management","single","tertiary","no",411,"yes","yes",142,"no"
"24234",50,"management","married","tertiary","no",4278,"no","no",53,"no"
"24235",38,"management","married","tertiary","no",494,"no","no",146,"no"
"24236",59,"admin.","married","secondary","no",231,"no","yes",59,"no"
"24237",54,"technician","single","secondary","no",198,"yes","yes",120,"no"
"24238",32,"management","married","tertiary","no",2516,"no","no",595,"no"
"24239",52,"management","married","tertiary","no",1701,"yes","yes",381,"no"
"24240",48,"admin.","divorced","secondary","no",295,"yes","no",123,"no"
"24241",52,"admin.","married","secondary","no",1274,"yes","no",74,"no"
"24242",57,"admin.","divorced","secondary","no",1878,"yes","no",219,"no"
"24243",43,"services","married","secondary","no",3305,"yes","no",387,"no"
"24244",45,"technician","married","secondary","no",1,"yes","no",433,"no"
"24245",30,"management","single","secondary","no",2785,"no","yes",548,"no"
"24246",46,"management","married","primary","no",-292,"yes","no",100,"no"
"24247",40,"management","married","tertiary","no",8969,"yes","no",153,"no"
"24248",52,"management","married","tertiary","no",2901,"no","no",223,"no"
"24249",53,"technician","married","secondary","no",65,"no","no",178,"no"
"24250",49,"services","married","secondary","no",1114,"no","no",283,"no"
"24251",45,"technician","married","secondary","no",1477,"yes","no",75,"no"
"24252",54,"technician","married","secondary","no",465,"yes","yes",92,"no"
"24253",49,"services","married","secondary","no",0,"yes","no",96,"no"
"24254",39,"admin.","married","secondary","no",401,"yes","no",396,"no"
"24255",39,"blue-collar","married","primary","no",3324,"no","no",96,"no"
"24256",54,"blue-collar","married","primary","no",2440,"no","yes",334,"no"
"24257",57,"technician","married","tertiary","no",0,"yes","yes",142,"no"
"24258",37,"management","married","tertiary","yes",0,"no","no",44,"no"
"24259",42,"housemaid","married","secondary","no",477,"yes","yes",231,"no"
"24260",39,"entrepreneur","married","tertiary","no",1654,"no","no",376,"no"
"24261",57,"housemaid","married","secondary","no",0,"no","no",56,"no"
"24262",48,"technician","married","primary","no",4656,"no","no",44,"no"
"24263",46,"management","married","tertiary","no",191,"yes","no",58,"no"
"24264",39,"blue-collar","married","primary","no",108,"no","no",265,"no"
"24265",49,"management","married","tertiary","no",64,"no","no",208,"no"
"24266",58,"admin.","married","unknown","no",0,"yes","no",219,"no"
"24267",43,"technician","married","secondary","no",1865,"yes","no",155,"no"
"24268",48,"technician","married","secondary","no",17,"yes","yes",81,"no"
"24269",44,"management","married","tertiary","no",1034,"no","no",73,"no"
"24270",49,"technician","divorced","secondary","no",7,"yes","yes",50,"no"
"24271",37,"management","married","secondary","no",5447,"yes","yes",1789,"yes"
"24272",44,"technician","divorced","secondary","no",275,"no","no",1077,"yes"
"24273",40,"technician","married","secondary","no",17,"no","no",192,"no"
"24274",43,"management","married","tertiary","no",0,"yes","no",110,"no"
"24275",57,"blue-collar","married","secondary","no",1540,"yes","no",564,"yes"
"24276",34,"blue-collar","married","secondary","no",751,"yes","yes",1303,"yes"
"24277",31,"entrepreneur","single","tertiary","no",1454,"no","no",377,"no"
"24278",58,"management","married","tertiary","no",2764,"no","no",235,"no"
"24279",30,"management","married","tertiary","no",5381,"no","no",375,"no"
"24280",50,"entrepreneur","married","secondary","no",0,"yes","yes",344,"no"
"24281",57,"retired","married","secondary","no",1749,"no","no",288,"no"
"24282",40,"admin.","married","secondary","no",0,"yes","yes",57,"no"
"24283",39,"management","married","secondary","no",313,"yes","no",125,"no"
"24284",33,"admin.","married","secondary","no",0,"yes","no",78,"no"
"24285",41,"management","married","tertiary","no",1272,"yes","no",214,"no"
"24286",38,"management","married","tertiary","no",1875,"no","no",286,"no"
"24287",46,"admin.","divorced","secondary","no",-60,"no","no",117,"no"
"24288",59,"technician","single","secondary","no",6284,"yes","no",41,"no"
"24289",44,"admin.","divorced","secondary","no",0,"no","no",57,"no"
"24290",57,"technician","married","secondary","no",1469,"yes","no",364,"no"
"24291",49,"entrepreneur","married","secondary","no",2655,"no","no",63,"no"
"24292",57,"admin.","married","primary","no",1694,"yes","no",378,"no"
"24293",51,"technician","married","tertiary","no",0,"no","no",81,"no"
"24294",58,"entrepreneur","married","secondary","no",318,"yes","no",430,"no"
"24295",48,"blue-collar","married","primary","no",0,"no","yes",479,"no"
"24296",35,"technician","divorced","tertiary","no",1718,"yes","yes",74,"no"
"24297",49,"services","married","secondary","no",1084,"yes","no",99,"no"
"24298",54,"management","married","secondary","yes",5249,"yes","no",108,"no"
"24299",55,"management","married","secondary","no",2410,"yes","no",135,"no"
"24300",50,"management","married","secondary","no",633,"no","yes",302,"no"
"24301",42,"technician","single","tertiary","no",35,"yes","yes",38,"no"
"24302",38,"entrepreneur","married","secondary","no",0,"yes","yes",258,"no"
"24303",37,"technician","married","tertiary","no",0,"yes","no",77,"no"
"24304",49,"management","married","tertiary","no",17432,"no","no",102,"no"
"24305",47,"blue-collar","married","secondary","no",4403,"yes","yes",81,"no"
"24306",46,"blue-collar","married","secondary","no",0,"yes","no",127,"no"
"24307",52,"management","married","tertiary","no",2063,"yes","no",114,"no"
"24308",42,"technician","married","secondary","no",69,"yes","yes",55,"no"
"24309",33,"technician","married","tertiary","no",326,"yes","no",238,"no"
"24310",47,"blue-collar","married","secondary","no",410,"yes","yes",179,"no"
"24311",51,"admin.","married","secondary","no",113,"yes","no",84,"no"
"24312",56,"retired","married","secondary","no",2749,"yes","yes",38,"no"
"24313",51,"entrepreneur","married","tertiary","no",209,"no","no",130,"no"
"24314",55,"management","married","tertiary","no",926,"yes","no",309,"no"
"24315",40,"services","single","secondary","no",856,"yes","no",70,"no"
"24316",50,"technician","single","secondary","no",246,"yes","no",270,"no"
"24317",48,"technician","married","secondary","no",32,"yes","yes",110,"no"
"24318",54,"blue-collar","married","primary","no",209,"no","yes",206,"no"
"24319",41,"entrepreneur","divorced","tertiary","no",0,"yes","no",176,"no"
"24320",42,"technician","married","secondary","no",4466,"no","no",158,"no"
"24321",54,"blue-collar","married","secondary","no",0,"no","no",483,"no"
"24322",58,"management","married","tertiary","no",7387,"no","no",85,"no"
"24323",50,"entrepreneur","married","tertiary","no",5420,"yes","no",73,"no"
"24324",45,"technician","married","secondary","no",1415,"yes","no",483,"no"
"24325",46,"technician","single","tertiary","no",1448,"no","no",292,"no"
"24326",49,"admin.","married","secondary","no",272,"yes","yes",108,"no"
"24327",40,"services","divorced","secondary","no",5766,"yes","yes",68,"no"
"24328",30,"management","married","tertiary","no",101,"yes","no",348,"no"
"24329",50,"management","married","tertiary","no",4,"yes","yes",105,"no"
"24330",58,"management","divorced","tertiary","no",0,"no","no",107,"no"
"24331",39,"management","married","tertiary","no",500,"yes","no",257,"no"
"24332",36,"management","married","tertiary","no",5057,"yes","no",70,"no"
"24333",34,"student","single","unknown","no",5827,"no","no",97,"no"
"24334",41,"management","single","tertiary","no",3013,"yes","no",150,"no"
"24335",59,"admin.","married","unknown","no",283,"no","yes",300,"no"
"24336",52,"services","married","tertiary","no",3094,"yes","no",96,"no"
"24337",40,"management","married","tertiary","no",5010,"no","no",49,"no"
"24338",58,"admin.","married","secondary","no",4962,"no","yes",112,"no"
"24339",54,"admin.","divorced","secondary","no",7089,"no","no",40,"no"
"24340",46,"blue-collar","married","secondary","no",2348,"no","no",182,"no"
"24341",50,"management","married","tertiary","no",2479,"no","no",259,"no"
"24342",54,"admin.","married","secondary","no",865,"yes","no",71,"no"
"24343",56,"retired","married","secondary","no",450,"no","no",16,"no"
"24344",34,"housemaid","married","tertiary","no",1265,"yes","no",118,"no"
"24345",57,"admin.","single","secondary","no",738,"no","no",56,"no"
"24346",54,"admin.","married","secondary","no",191,"yes","yes",44,"no"
"24347",48,"management","single","tertiary","no",8106,"no","no",125,"no"
"24348",45,"technician","divorced","secondary","no",30,"yes","yes",88,"no"
"24349",51,"services","divorced","secondary","no",518,"yes","no",76,"no"
"24350",56,"management","married","primary","no",-155,"yes","no",282,"no"
"24351",59,"management","married","tertiary","no",0,"no","no",90,"no"
"24352",49,"admin.","married","secondary","no",12226,"yes","no",96,"no"
"24353",52,"admin.","divorced","secondary","no",48,"no","yes",591,"no"
"24354",53,"services","married","secondary","no",1364,"no","no",508,"no"
"24355",42,"self-employed","married","secondary","no",5564,"no","no",560,"no"
"24356",53,"management","single","tertiary","no",720,"yes","no",99,"no"
"24357",54,"management","married","tertiary","no",14107,"no","no",98,"no"
"24358",56,"management","divorced","tertiary","no",2126,"yes","no",131,"no"
"24359",46,"management","single","tertiary","no",46,"no","yes",80,"no"
"24360",52,"retired","married","secondary","no",5423,"no","yes",93,"no"
"24361",41,"unemployed","divorced","tertiary","no",-198,"yes","no",165,"no"
"24362",40,"technician","divorced","tertiary","no",1871,"yes","no",64,"no"
"24363",51,"blue-collar","married","secondary","no",-355,"yes","yes",122,"no"
"24364",47,"management","married","tertiary","no",3505,"no","no",434,"yes"
"24365",58,"retired","married","secondary","no",8332,"no","no",164,"no"
"24366",50,"admin.","married","secondary","no",1575,"no","no",407,"no"
"24367",56,"technician","divorced","secondary","no",689,"yes","no",110,"no"
"24368",58,"management","married","tertiary","no",-565,"yes","yes",191,"no"
"24369",49,"management","divorced","tertiary","no",2370,"yes","yes",56,"no"
"24370",42,"management","single","tertiary","no",328,"yes","yes",125,"no"
"24371",52,"management","married","tertiary","no",2578,"no","no",412,"no"
"24372",53,"admin.","married","secondary","no",1661,"yes","yes",85,"no"
"24373",49,"management","married","tertiary","no",6493,"yes","no",180,"no"
"24374",57,"housemaid","married","tertiary","no",3760,"no","no",1070,"no"
"24375",43,"technician","single","secondary","no",463,"yes","no",266,"no"
"24376",59,"retired","married","tertiary","no",135,"yes","no",94,"no"
"24377",45,"management","married","tertiary","no",77,"yes","no",59,"no"
"24378",52,"blue-collar","married","secondary","no",0,"yes","no",125,"no"
"24379",50,"unemployed","single","secondary","no",2668,"no","no",1606,"no"
"24380",52,"technician","single","secondary","no",1262,"no","yes",216,"no"
"24381",45,"housemaid","married","secondary","no",20187,"yes","no",707,"no"
"24382",51,"services","divorced","secondary","no",135,"yes","yes",862,"no"
"24383",51,"services","married","secondary","no",1191,"no","yes",214,"no"
"24384",36,"self-employed","married","tertiary","no",7343,"no","no",78,"no"
"24385",58,"management","divorced","tertiary","no",315,"yes","no",62,"no"
"24386",58,"management","divorced","tertiary","no",1573,"yes","yes",279,"no"
"24387",31,"admin.","single","tertiary","no",0,"no","no",173,"no"
"24388",31,"admin.","married","tertiary","no",1144,"yes","yes",89,"no"
"24389",33,"management","married","tertiary","no",685,"no","no",53,"no"
"24390",34,"management","single","tertiary","no",621,"yes","no",97,"no"
"24391",53,"technician","divorced","tertiary","no",2228,"no","no",890,"yes"
"24392",48,"blue-collar","married","secondary","no",1039,"yes","no",581,"no"
"24393",42,"management","divorced","tertiary","no",0,"no","no",116,"no"
"24394",51,"technician","married","secondary","no",0,"yes","no",70,"no"
"24395",46,"management","married","secondary","no",1306,"yes","no",155,"no"
"24396",34,"admin.","single","secondary","no",0,"yes","no",214,"no"
"24397",45,"technician","single","secondary","no",819,"no","yes",200,"no"
"24398",47,"blue-collar","married","secondary","no",33,"no","no",27,"no"
"24399",31,"management","married","tertiary","no",898,"no","no",578,"no"
"24400",47,"management","married","tertiary","no",2919,"yes","no",153,"no"
"24401",35,"management","married","tertiary","no",1108,"yes","no",52,"no"
"24402",39,"management","single","primary","no",0,"yes","yes",62,"no"
"24403",32,"admin.","single","secondary","no",4344,"yes","no",79,"no"
"24404",40,"technician","married","secondary","no",1952,"yes","no",310,"no"
"24405",56,"management","married","tertiary","no",2551,"yes","no",150,"no"
"24406",54,"technician","married","secondary","no",472,"yes","yes",229,"no"
"24407",45,"technician","single","secondary","no",1171,"yes","no",34,"no"
"24408",59,"retired","divorced","secondary","no",514,"yes","no",573,"no"
"24409",30,"management","single","tertiary","no",1435,"yes","no",104,"no"
"24410",41,"technician","divorced","secondary","no",0,"yes","no",386,"no"
"24411",45,"admin.","single","secondary","no",597,"no","yes",73,"no"
"24412",59,"management","married","primary","no",252,"yes","yes",138,"no"
"24413",40,"technician","married","secondary","no",0,"yes","no",74,"no"
"24414",45,"management","divorced","tertiary","no",6572,"yes","no",42,"no"
"24415",46,"management","divorced","secondary","no",10,"yes","no",273,"no"
"24416",45,"management","married","secondary","no",4425,"no","no",147,"no"
"24417",43,"technician","divorced","secondary","no",-36,"yes","no",190,"no"
"24418",30,"management","single","secondary","no",18,"yes","no",294,"no"
"24419",46,"technician","married","secondary","no",0,"yes","no",96,"no"
"24420",57,"admin.","married","secondary","no",92,"no","yes",49,"no"
"24421",55,"retired","married","secondary","no",4230,"no","yes",163,"no"
"24422",43,"technician","married","secondary","no",0,"no","yes",103,"no"
"24423",55,"entrepreneur","divorced","tertiary","no",1730,"no","no",89,"no"
"24424",48,"technician","married","secondary","yes",295,"no","yes",190,"no"
"24425",42,"unemployed","married","secondary","no",4544,"no","no",77,"no"
"24426",49,"services","married","secondary","no",202,"yes","no",651,"yes"
"24427",49,"entrepreneur","married","tertiary","no",313,"yes","no",42,"no"
"24428",46,"management","married","tertiary","no",716,"yes","yes",106,"no"
"24429",43,"entrepreneur","married","tertiary","no",0,"yes","no",105,"no"
"24430",39,"blue-collar","single","primary","no",419,"yes","no",186,"no"
"24431",37,"technician","married","secondary","no",344,"yes","yes",56,"no"
"24432",40,"management","single","tertiary","no",0,"no","yes",657,"no"
"24433",37,"entrepreneur","single","tertiary","no",1467,"yes","yes",349,"no"
"24434",38,"entrepreneur","married","tertiary","no",0,"yes","no",65,"no"
"24435",48,"management","married","primary","no",427,"no","no",62,"no"
"24436",42,"technician","married","tertiary","no",14282,"yes","no",77,"no"
"24437",45,"admin.","divorced","secondary","no",0,"yes","no",102,"no"
"24438",58,"admin.","married","secondary","no",3735,"no","no",91,"no"
"24439",43,"admin.","married","tertiary","no",279,"yes","no",111,"no"
"24440",56,"admin.","married","secondary","no",1270,"yes","no",80,"no"
"24441",58,"retired","divorced","secondary","no",-370,"no","no",1449,"no"
"24442",54,"unemployed","single","secondary","no",380,"no","no",696,"yes"
"24443",35,"management","married","tertiary","no",209,"yes","no",188,"no"
"24444",36,"management","married","tertiary","no",441,"yes","yes",160,"no"
"24445",33,"management","married","secondary","no",0,"yes","no",407,"no"
"24446",43,"technician","married","secondary","no",536,"yes","no",77,"no"
"24447",53,"management","divorced","tertiary","no",5187,"no","yes",560,"no"
"24448",46,"self-employed","single","secondary","no",1029,"no","no",108,"no"
"24449",45,"unemployed","single","secondary","no",0,"yes","no",113,"no"
"24450",44,"admin.","married","secondary","no",4826,"yes","no",102,"no"
"24451",42,"services","married","secondary","no",1048,"yes","no",71,"no"
"24452",54,"services","divorced","secondary","no",2398,"yes","no",73,"no"
"24453",35,"technician","married","secondary","no",0,"yes","yes",199,"no"
"24454",39,"admin.","married","primary","no",0,"no","no",106,"no"
"24455",42,"blue-collar","married","secondary","no",179,"yes","no",96,"no"
"24456",41,"management","married","secondary","no",71,"yes","no",64,"no"
"24457",32,"blue-collar","single","primary","no",1918,"yes","no",321,"no"
"24458",47,"entrepreneur","married","secondary","no",2192,"yes","no",134,"no"
"24459",45,"services","married","secondary","no",4005,"yes","no",141,"no"
"24460",36,"services","married","secondary","no",0,"no","no",94,"no"
"24461",35,"services","single","secondary","no",2223,"no","no",499,"no"
"24462",41,"technician","married","secondary","no",112,"yes","no",1081,"no"
"24463",53,"admin.","divorced","tertiary","no",493,"yes","yes",64,"no"
"24464",32,"management","single","tertiary","no",0,"yes","yes",107,"no"
"24465",35,"admin.","married","secondary","no",0,"yes","no",84,"no"
"24466",51,"technician","single","secondary","no",17092,"no","no",35,"no"
"24467",44,"services","married","secondary","no",163,"yes","no",73,"no"
"24468",41,"technician","married","secondary","no",3029,"yes","no",251,"no"
"24469",53,"technician","single","secondary","no",6164,"yes","no",101,"no"
"24470",51,"technician","married","secondary","no",563,"yes","no",504,"no"
"24471",31,"admin.","married","secondary","no",1246,"yes","no",111,"no"
"24472",58,"management","married","tertiary","no",16264,"no","no",215,"no"
"24473",43,"services","divorced","unknown","no",2363,"yes","no",229,"no"
"24474",36,"blue-collar","married","secondary","no",1797,"yes","yes",166,"no"
"24475",49,"management","married","tertiary","no",7007,"no","no",325,"no"
"24476",52,"technician","married","tertiary","no",3440,"yes","no",124,"no"
"24477",36,"unemployed","married","secondary","no",16,"yes","yes",89,"no"
"24478",56,"management","married","primary","no",13,"no","no",240,"no"
"24479",56,"management","divorced","tertiary","no",968,"no","no",105,"no"
"24480",44,"management","single","tertiary","no",300,"yes","no",48,"no"
"24481",58,"admin.","married","secondary","no",2747,"no","no",907,"no"
"24482",57,"management","married","tertiary","yes",-24,"yes","no",14,"no"
"24483",48,"services","divorced","secondary","no",361,"no","no",287,"no"
"24484",32,"management","married","tertiary","no",81,"yes","no",120,"no"
"24485",44,"blue-collar","married","secondary","no",508,"yes","no",158,"no"
"24486",58,"management","divorced","secondary","no",321,"no","yes",254,"no"
"24487",42,"entrepreneur","married","tertiary","no",373,"no","no",174,"no"
"24488",38,"management","married","secondary","no",3840,"yes","yes",62,"no"
"24489",56,"management","divorced","tertiary","no",2096,"no","no",209,"no"
"24490",45,"technician","married","secondary","no",2020,"yes","no",62,"no"
"24491",35,"entrepreneur","married","secondary","no",24,"yes","no",128,"no"
"24492",46,"admin.","divorced","secondary","no",-637,"yes","no",153,"no"
"24493",38,"management","married","tertiary","no",425,"yes","no",240,"no"
"24494",40,"blue-collar","married","primary","no",69,"yes","no",375,"no"
"24495",47,"technician","married","secondary","no",80,"no","yes",74,"no"
"24496",41,"management","married","primary","no",5310,"yes","no",984,"yes"
"24497",56,"management","married","tertiary","no",935,"yes","no",140,"no"
"24498",33,"admin.","married","tertiary","no",585,"yes","no",131,"no"
"24499",52,"self-employed","married","tertiary","no",0,"yes","no",117,"no"
"24500",48,"management","divorced","tertiary","no",757,"yes","no",90,"no"
"24501",45,"management","divorced","tertiary","no",3150,"yes","no",101,"no"
"24502",32,"technician","married","secondary","no",5,"yes","no",114,"no"
"24503",43,"self-employed","married","secondary","no",634,"yes","no",65,"no"
"24504",33,"blue-collar","married","secondary","no",0,"yes","no",809,"no"
"24505",46,"management","married","tertiary","no",9678,"yes","no",318,"no"
"24506",40,"blue-collar","single","secondary","no",677,"yes","no",619,"no"
"24507",42,"unemployed","married","unknown","no",970,"yes","no",725,"no"
"24508",52,"management","married","tertiary","no",0,"yes","no",164,"no"
"24509",54,"technician","married","secondary","no",899,"no","yes",61,"no"
"24510",55,"retired","married","secondary","no",1504,"yes","yes",761,"yes"
"24511",50,"management","married","tertiary","no",830,"no","no",71,"no"
"24512",51,"technician","married","unknown","no",-174,"yes","yes",348,"no"
"24513",51,"self-employed","divorced","tertiary","no",1357,"yes","no",233,"no"
"24514",38,"management","single","tertiary","no",0,"yes","no",213,"no"
"24515",54,"management","married","tertiary","no",-1415,"yes","yes",135,"no"
"24516",26,"unknown","single","secondary","no",1187,"no","no",44,"no"
"24517",56,"management","married","tertiary","no",0,"no","no",194,"no"
"24518",54,"services","married","secondary","no",2719,"yes","no",166,"no"
"24519",56,"services","divorced","primary","no",588,"no","no",303,"no"
"24520",38,"admin.","married","unknown","no",4583,"yes","no",191,"no"
"24521",44,"unemployed","married","secondary","no",0,"yes","no",58,"no"
"24522",45,"self-employed","married","tertiary","no",0,"yes","no",134,"no"
"24523",42,"blue-collar","married","secondary","no",1657,"yes","yes",155,"no"
"24524",53,"entrepreneur","married","tertiary","no",2289,"yes","yes",183,"no"
"24525",46,"entrepreneur","divorced","tertiary","no",567,"yes","no",554,"no"
"24526",56,"management","divorced","tertiary","no",722,"no","no",218,"no"
"24527",53,"services","divorced","primary","no",200,"no","no",182,"no"
"24528",59,"management","married","tertiary","no",1783,"no","yes",540,"yes"
"24529",43,"blue-collar","divorced","secondary","no",-259,"no","no",732,"no"
"24530",37,"blue-collar","married","secondary","no",22341,"yes","no",175,"no"
"24531",37,"management","married","tertiary","no",785,"yes","no",219,"no"
"24532",51,"management","married","tertiary","no",248,"yes","yes",139,"no"
"24533",44,"management","married","tertiary","no",226,"yes","no",76,"no"
"24534",36,"admin.","married","secondary","no",746,"yes","no",581,"no"
"24535",52,"management","married","tertiary","no",4504,"yes","no",268,"no"
"24536",51,"technician","married","secondary","no",12061,"yes","no",150,"no"
"24537",42,"technician","single","secondary","no",-15,"no","no",89,"no"
"24538",32,"management","married","tertiary","no",6274,"yes","no",500,"no"
"24539",53,"retired","single","secondary","yes",-741,"yes","yes",53,"no"
"24540",52,"management","married","tertiary","no",2920,"yes","no",131,"no"
"24541",41,"blue-collar","married","secondary","no",2152,"yes","no",369,"no"
"24542",46,"management","married","tertiary","no",189,"yes","no",111,"no"
"24543",34,"admin.","single","secondary","no",601,"no","no",184,"no"
"24544",42,"services","single","secondary","no",877,"no","no",90,"no"
"24545",40,"services","married","secondary","no",28,"no","no",48,"no"
"24546",46,"services","divorced","secondary","no",0,"no","no",407,"no"
"24547",48,"management","married","tertiary","no",5326,"no","no",116,"no"
"24548",55,"housemaid","married","primary","no",1563,"yes","no",128,"no"
"24549",45,"management","married","tertiary","no",1932,"yes","no",146,"no"
"24550",48,"management","divorced","tertiary","no",1144,"yes","no",78,"no"
"24551",50,"admin.","married","unknown","no",4861,"no","no",256,"no"
"24552",41,"blue-collar","married","primary","no",4593,"yes","yes",190,"no"
"24553",36,"technician","married","tertiary","no",99,"yes","yes",57,"no"
"24554",50,"management","married","tertiary","no",4,"no","no",223,"no"
"24555",58,"unknown","divorced","secondary","no",3111,"yes","no",111,"no"
"24556",43,"admin.","married","secondary","no",2576,"yes","no",143,"no"
"24557",44,"management","married","tertiary","no",1451,"yes","no",157,"no"
"24558",52,"management","married","unknown","no",672,"no","yes",171,"no"
"24559",52,"management","married","tertiary","no",1319,"yes","no",113,"no"
"24560",38,"blue-collar","single","secondary","no",1012,"yes","yes",69,"no"
"24561",41,"unemployed","married","primary","no",557,"yes","no",158,"no"
"24562",52,"retired","married","secondary","no",5057,"no","no",104,"no"
"24563",46,"blue-collar","married","primary","no",2749,"yes","no",332,"no"
"24564",40,"blue-collar","married","secondary","no",0,"yes","no",113,"no"
"24565",42,"admin.","single","secondary","no",1143,"yes","yes",106,"no"
"24566",41,"self-employed","married","secondary","yes",0,"yes","no",789,"yes"
"24567",37,"management","single","tertiary","no",600,"yes","no",116,"no"
"24568",53,"admin.","married","secondary","no",350,"no","yes",113,"no"
"24569",59,"self-employed","married","tertiary","no",34247,"yes","no",66,"no"
"24570",55,"technician","married","tertiary","no",0,"no","no",501,"no"
"24571",53,"self-employed","married","secondary","no",248,"no","yes",99,"no"
"24572",49,"admin.","married","secondary","no",0,"yes","no",201,"no"
"24573",39,"entrepreneur","married","tertiary","no",2,"yes","no",180,"no"
"24574",52,"technician","married","secondary","no",1818,"no","yes",189,"no"
"24575",36,"management","divorced","tertiary","no",3837,"yes","no",184,"no"
"24576",50,"admin.","divorced","secondary","no",202,"no","yes",148,"no"
"24577",38,"management","married","secondary","no",242,"no","no",88,"no"
"24578",35,"entrepreneur","single","tertiary","no",16,"no","no",158,"no"
"24579",37,"admin.","married","tertiary","no",0,"yes","no",65,"no"
"24580",52,"management","married","tertiary","no",11650,"yes","no",48,"no"
"24581",44,"management","married","tertiary","no",58,"yes","no",48,"no"
"24582",59,"management","divorced","tertiary","no",3552,"yes","no",690,"no"
"24583",43,"technician","single","unknown","no",572,"no","no",80,"no"
"24584",32,"admin.","married","secondary","no",0,"yes","yes",159,"no"
"24585",37,"admin.","married","secondary","no",131,"no","no",48,"no"
"24586",53,"retired","married","secondary","no",38,"yes","no",89,"no"
"24587",33,"self-employed","single","tertiary","no",2155,"no","no",295,"no"
"24588",35,"self-employed","married","tertiary","no",560,"yes","no",46,"no"
"24589",41,"management","married","tertiary","no",20,"yes","no",99,"no"
"24590",37,"services","married","secondary","yes",-954,"yes","no",69,"no"
"24591",43,"housemaid","married","primary","no",0,"no","yes",836,"no"
"24592",51,"blue-collar","married","primary","no",230,"yes","no",174,"no"
"24593",56,"management","married","tertiary","no",505,"yes","yes",171,"no"
"24594",44,"blue-collar","married","primary","no",93,"yes","no",230,"no"
"24595",52,"technician","married","unknown","no",0,"yes","no",136,"no"
"24596",44,"services","married","secondary","no",3843,"yes","no",70,"no"
"24597",56,"management","single","primary","no",109,"no","yes",124,"no"
"24598",34,"management","single","tertiary","no",2347,"no","yes",555,"no"
"24599",36,"blue-collar","married","secondary","no",1392,"no","yes",231,"no"
"24600",48,"retired","married","secondary","no",264,"yes","yes",107,"no"
"24601",59,"management","married","tertiary","no",3640,"no","no",226,"no"
"24602",58,"management","married","tertiary","no",1831,"no","no",1531,"no"
"24603",49,"management","divorced","tertiary","no",1904,"no","yes",131,"no"
"24604",47,"technician","married","secondary","no",734,"yes","no",92,"no"
"24605",37,"management","married","tertiary","no",620,"yes","no",93,"no"
"24606",39,"self-employed","married","tertiary","no",5,"yes","no",118,"no"
"24607",38,"technician","married","secondary","no",821,"yes","yes",224,"no"
"24608",31,"technician","married","secondary","no",0,"yes","no",326,"no"
"24609",50,"management","married","tertiary","no",4654,"no","no",251,"no"
"24610",42,"technician","married","primary","no",275,"no","no",295,"no"
"24611",34,"management","single","tertiary","no",1049,"yes","no",101,"no"
"24612",51,"blue-collar","married","secondary","no",1414,"yes","no",422,"no"
"24613",59,"admin.","married","secondary","no",2145,"no","no",273,"no"
"24614",41,"management","married","tertiary","no",653,"yes","no",60,"no"
"24615",43,"blue-collar","married","secondary","no",-210,"yes","no",523,"no"
"24616",30,"technician","single","secondary","no",163,"yes","no",72,"no"
"24617",38,"blue-collar","married","primary","no",0,"yes","no",78,"no"
"24618",49,"admin.","married","secondary","no",1058,"no","no",291,"no"
"24619",38,"management","single","tertiary","no",11971,"yes","no",609,"no"
"24620",41,"management","single","tertiary","no",7595,"no","no",1121,"no"
"24621",47,"management","married","secondary","no",794,"yes","yes",564,"no"
"24622",56,"housemaid","married","primary","no",1168,"no","no",673,"no"
"24623",53,"retired","married","tertiary","no",2269,"no","no",1091,"yes"
"24624",41,"blue-collar","married","secondary","no",271,"yes","no",148,"no"
"24625",57,"technician","married","secondary","no",1158,"no","no",204,"no"
"24626",47,"management","married","secondary","no",0,"yes","yes",124,"no"
"24627",48,"management","divorced","tertiary","no",-478,"yes","no",87,"no"
"24628",54,"management","married","tertiary","no",3795,"yes","yes",227,"no"
"24629",50,"management","married","tertiary","no",463,"no","yes",141,"no"
"24630",55,"entrepreneur","married","secondary","no",653,"yes","no",193,"no"
"24631",40,"management","married","tertiary","no",486,"yes","yes",69,"no"
"24632",50,"technician","married","secondary","no",2242,"no","no",170,"no"
"24633",38,"technician","single","secondary","no",1255,"yes","no",151,"no"
"24634",50,"technician","divorced","secondary","no",-403,"no","yes",130,"no"
"24635",52,"blue-collar","married","unknown","no",2171,"yes","no",567,"no"
"24636",43,"management","married","tertiary","no",0,"yes","no",360,"no"
