"","median_house_value","longitude","latitude","housing_median_age","population","households","median_income","ocean_proximity","room.per.household","bedroom.per.room","household.size","id"
"11037",168500,-117.87,33.78,21,1515,494,4.3039,"<1H OCEAN",5.03441295546559,0.230398069963812,3.0668016194332,11060
"11038",173500,-117.87,33.78,19,1334,596,4.7208,"<1H OCEAN",4.71979865771812,0.201564166370423,2.23825503355705,11061
"11039",186000,-117.87,33.78,30,1196,463,3.7454,"<1H OCEAN",4.36717062634989,0.258160237388724,2.58315334773218,11062
"11042",219900,-117.87,33.79,25,1543,521,4.192,"<1H OCEAN",4.88675623800384,0.214061272584446,2.9616122840691,11065
"11045",197900,-117.9,33.78,25,7111,2419,3.3627,"<1H OCEAN",4.27284001653576,0.251160990712074,2.93964448119057,11068
"11047",159400,-117.86,33.84,19,920,400,3.0087,"<1H OCEAN",4.3125,0.227246376811594,2.3,11070
"11048",247300,-117.85,33.84,17,1370,459,5.1785,"<1H OCEAN",6.16557734204793,0.177385159010601,2.98474945533769,11071
"11052",153100,-117.86,33.8,34,1722,441,2.8235,"<1H OCEAN",4.06575963718821,0.267707752370329,3.9047619047619,11075
"11053",248100,-117.85,33.81,26,2447,777,4.9917,"<1H OCEAN",5.38738738738739,0.183229813664596,3.14929214929215,11076
"11055",216700,-117.85,33.8,34,872,255,3.825,"<1H OCEAN",6.24705882352941,0.177652228499686,3.41960784313725,11078
"11056",194100,-117.85,33.8,40,1322,264,4.3269,"<1H OCEAN",5.53409090909091,0.195756331279945,5.00757575757576,11079
"11057",244900,-117.84,33.81,26,2607,988,4.0324,"<1H OCEAN",5.6417004048583,0.18388948690348,2.63866396761134,11080
"11058",222100,-117.84,33.8,35,629,257,4.3661,"<1H OCEAN",5.79766536964981,0.168456375838926,2.44747081712062,11081
"11061",251200,-117.84,33.82,24,4926,1629,4.7946,"<1H OCEAN",6.31123388581952,0.164283629997082,3.02394106813996,11084
"11062",232600,-117.84,33.84,23,2817,1073,5.0629,"<1H OCEAN",5.7381174277726,0.183368523631639,2.62534948741845,11085
"11063",182800,-117.89,33.84,35,2425,687,3.5521,"<1H OCEAN",4.82532751091703,0.224434389140272,3.52983988355167,11086
"11065",211800,-117.9,33.83,33,2204,606,3.8456,"<1H OCEAN",5.05775577557756,0.199347471451876,3.63696369636964,11088
"11066",179100,-117.89,33.82,21,904,297,4.8906,"<1H OCEAN",5.35690235690236,0.18730358265242,3.04377104377104,11089
"11068",216200,-117.89,33.82,24,700,224,5.0605,"<1H OCEAN",5.66071428571429,0.165615141955836,3.125,11091
"11069",140500,-117.89,33.82,18,1894,726,3.6761,"<1H OCEAN",4.40358126721763,0.253049734125743,2.60881542699725,11092
"11070",280100,-117.87,33.81,15,1268,531,3.7604,"<1H OCEAN",5.80414312617702,0.173913043478261,2.3879472693032,11093
"11072",238500,-117.88,33.84,26,755,277,3.5893,"<1H OCEAN",5.4115523465704,0.19346230820547,2.72563176895307,11095
"11074",231000,-117.87,33.83,27,1140,351,5.6163,"<1H OCEAN",6.51566951566952,0.156915700181915,3.24786324786325,11097
"11076",266700,-117.88,33.83,25,750,251,6.8407,"<1H OCEAN",7.11155378486056,0.138935574229692,2.98804780876494,11099
"11077",225000,-117.88,33.82,17,1382,618,3.8631,"<1H OCEAN",3.63592233009709,0.313751668891856,2.23624595469256,11100
"11080",223900,-117.88,33.85,26,2332,725,3.7772,"<1H OCEAN",5.41241379310345,0.199031600407747,3.21655172413793,11103
"11081",224700,-117.88,33.85,34,588,181,4.375,"<1H OCEAN",6.22651933701657,0.164152617568767,3.24861878453039,11104
"11083",225000,-117.88,33.84,33,906,245,5.1782,"<1H OCEAN",6.22857142857143,0.155307994757536,3.69795918367347,11106
"11086",273000,-117.89,33.85,18,1292,380,3.875,"<1H OCEAN",5.35789473684211,0.203339882121807,3.4,11109
"11087",186200,-117.9,33.85,32,986,306,3.3375,"<1H OCEAN",5.24509803921569,0.195638629283489,3.22222222222222,11110
"11088",201300,-117.89,33.85,13,1672,432,3.2303,"<1H OCEAN",3.66435185185185,0.29943145925458,3.87037037037037,11111
"11089",187400,-117.9,33.84,31,1524,454,3.5329,"<1H OCEAN",4.5,0.229074889867841,3.3568281938326,11112
"11090",195100,-117.89,33.84,33,1159,331,2.8021,"<1H OCEAN",4.79456193353474,0.235664776307498,3.50151057401813,11113
"11092",262700,-117.88,33.84,25,918,378,3.9286,"<1H OCEAN",4.71164021164021,0.195957327344189,2.42857142857143,11115
"11097",254100,-117.85,33.85,17,2427,1020,4.2276,"<1H OCEAN",4.58627450980392,0.227661393758016,2.37941176470588,11120
"11098",158500,-117.86,33.85,17,622,244,4.9306,"<1H OCEAN",4.63524590163934,0.208664898320071,2.54918032786885,11121
"11100",223000,-117.92,33.84,45,1549,377,4.6111,"<1H OCEAN",5.35543766578249,0.195146111936602,4.10875331564987,11123
"11101",170100,-117.92,33.85,44,682,244,3.2344,"<1H OCEAN",5.04508196721311,0.209585702680747,2.79508196721311,11124
"11102",156700,-117.91,33.85,35,1147,267,2.7014,"<1H OCEAN",3.49063670411985,0.276824034334764,4.29588014981273,11125
"11103",175400,-117.91,33.84,35,1603,322,2.9583,"<1H OCEAN",3.86335403726708,0.260450160771704,4.97826086956522,11126
"11104",180000,-117.91,33.85,22,865,294,3.025,"<1H OCEAN",4.00680272108844,0.245331069609508,2.9421768707483,11127
"11105",162500,-117.91,33.84,29,1849,430,2.6563,"<1H OCEAN",3.65116279069767,0.307006369426752,4.3,11128
"11106",118100,-117.93,33.85,27,1492,481,1.9621,"<1H OCEAN",4.07900207900208,0.277268093781855,3.1018711018711,11129
"11111",196900,-117.93,33.85,36,1011,392,3.2188,"<1H OCEAN",5.47704081632653,0.193758733115976,2.57908163265306,11134
"11112",186200,-117.94,33.85,37,436,104,4.275,"<1H OCEAN",5.65384615384615,0.20578231292517,4.19230769230769,11135
"11113",189900,-117.93,33.84,23,1680,598,3.2301,"<1H OCEAN",4.79933110367893,0.227526132404181,2.80936454849498,11136
"11119",173400,-117.95,33.84,19,969,391,3.75,"<1H OCEAN",4.47314578005115,0.232132647226987,2.47826086956522,11142
"11120",180000,-117.95,33.84,34,1035,218,3.5455,"<1H OCEAN",5.63761467889908,0.174938974776241,4.74770642201835,11143
"11121",135400,-117.94,33.84,25,2166,774,3.1884,"<1H OCEAN",5.18863049095607,0.206922310756972,2.7984496124031,11144
"11122",182100,-117.94,33.84,28,615,212,3.6214,"<1H OCEAN",2.84905660377358,0.342715231788079,2.90094339622642,11145
"11123",181500,-117.98,33.85,23,1085,362,4.765,"<1H OCEAN",5.7707182320442,0.180469123982767,2.99723756906077,11146
"11124",191100,-117.98,33.84,33,1187,405,3.9539,"<1H OCEAN",5.65679012345679,0.191619380183326,2.93086419753086,11147
"11126",170700,-117.97,33.85,45,546,152,5.1057,"<1H OCEAN",5.38157894736842,0.179706601466993,3.59210526315789,11149
"11127",186300,-117.96,33.84,31,1617,507,3.4583,"<1H OCEAN",4.46745562130178,0.237086092715232,3.18934911242604,11150
"11131",219000,-117.97,33.84,18,462,223,2.8348,"<1H OCEAN",4.76681614349776,0.196613358419567,2.07174887892377,11154
"11132",255500,-117.99,33.84,31,1895,570,4.9115,"<1H OCEAN",5.23157894736842,0.183433936955064,3.32456140350877,11155
"11133",187500,-117.97,33.83,16,1118,503,3.2546,"<1H OCEAN",4.04572564612326,0.277149877149877,2.22266401590457,11156
"11134",220700,-117.98,33.84,31,714,226,4.6042,"<1H OCEAN",5.53982300884956,0.179712460063898,3.15929203539823,11157
"11135",185800,-117.98,33.83,17,2104,893,3.3006,"<1H OCEAN",3.92609182530795,0.282943525385054,2.35610302351624,11158
"11136",204700,-118,33.82,21,1536,500,3.2326,"<1H OCEAN",4.506,0.257434531735464,3.072,11159
"11137",225900,-118.01,33.82,31,1356,356,4.0625,"<1H OCEAN",5.50561797752809,0.193877551020408,3.80898876404494,11160
"11138",202300,-118.01,33.83,24,3093,1257,2.5577,"<1H OCEAN",3.69053301511535,0.296184522526407,2.46062052505967,11161
"11139",219600,-118.01,33.83,23,825,250,2.4609,"<1H OCEAN",4.344,0.246777163904236,3.3,11162
"11140",196100,-118,33.83,26,1022,368,3.9333,"<1H OCEAN",4.66847826086957,0.224097788125728,2.77717391304348,11163
"11141",212500,-118,33.83,24,1217,529,2.2401,"<1H OCEAN",4.87334593572779,0.224980605120248,2.30056710775047,11164
"11142",224800,-118,33.82,18,1820,551,4.5294,"<1H OCEAN",5.34845735027223,0.189684424838819,3.30308529945554,11165
"11146",215500,-117.99,33.82,33,1367,509,4.1167,"<1H OCEAN",4.60117878192534,0.202818104184458,2.68565815324165,11169
"11147",228500,-117.98,33.83,17,2460,766,3.2823,"<1H OCEAN",4.46344647519582,0.272594325826265,3.21148825065274,11170
"11148",2e+05,-117.98,33.82,34,578,174,4.9219,"<1H OCEAN",5.96551724137931,0.16859344894027,3.32183908045977,11171
"11150",230800,-117.98,33.83,32,523,187,6.213,"<1H OCEAN",6.05882352941176,0.146513680494263,2.79679144385027,11173
"11153",197700,-117.97,33.82,26,2442,922,3.7655,"<1H OCEAN",4.35249457700651,0.245452280089708,2.64859002169197,11176
"11154",197400,-117.96,33.83,30,1758,593,3.3831,"<1H OCEAN",4.7858347386172,0.228682170542636,2.964586846543,11177
"11155",137500,-117.96,33.83,18,870,541,3.1315,"<1H OCEAN",3.82070240295749,0.372520561199806,1.60813308687616,11178
"11156",298900,-117.96,33.83,29,474,170,6.1001,"<1H OCEAN",7.02352941176471,0.147403685092127,2.78823529411765,11179
"11157",171400,-117.95,33.84,18,1961,773,3.65,"<1H OCEAN",4.42173350582148,0.238443534230544,2.53686934023286,11180
"11158",350000,-117.94,33.83,20,494,172,3.25,"<1H OCEAN",4.72093023255814,0.236453201970443,2.87209302325581,11181
"11159",217800,-117.95,33.83,31,1348,413,4.9394,"<1H OCEAN",5.86198547215496,0.160677406030566,3.26392251815981,11182
"11160",215400,-117.94,33.82,34,676,201,3.8828,"<1H OCEAN",6.70149253731343,0.157386785449146,3.36318407960199,11183
"11162",213200,-117.95,33.82,29,1618,584,3.6875,"<1H OCEAN",5.01541095890411,0.218504609081598,2.77054794520548,11185
"11163",216700,-117.95,33.83,35,641,210,5.0599,"<1H OCEAN",5.27142857142857,0.186991869918699,3.05238095238095,11186
"11166",186300,-117.93,33.83,32,1131,381,2.4942,"<1H OCEAN",4.70341207349081,0.229352678571429,2.96850393700787,11189
"11169",228600,-117.94,33.82,24,2600,868,5.0764,"<1H OCEAN",5.45506912442396,0.20168954593453,2.99539170506912,11192
"11171",220000,-117.92,33.84,38,671,278,3.2969,"<1H OCEAN",4.73381294964029,0.199848024316109,2.4136690647482,11194
"11172",171300,-117.92,33.83,6,1894,859,2.5564,"<1H OCEAN",3.65075669383004,0.315688775510204,2.20488940628638,11195
"11174",287100,-117.93,33.84,34,852,305,6.0531,"<1H OCEAN",7.08196721311475,0.137962962962963,2.79344262295082,11197
"11176",350000,-117.91,33.84,26,1880,400,2.2716,"<1H OCEAN",2.89,0.339965397923875,4.7,11199
"11177",164700,-117.9,33.83,23,2720,598,2.8072,"<1H OCEAN",4.11204013377926,0.280195201301342,4.54849498327759,11200
"11178",175000,-117.91,33.83,9,735,325,1.119,"<1H OCEAN",3.56923076923077,0.317241379310345,2.26153846153846,11201
"11179",212500,-117.92,33.83,17,272,81,1.425,"<1H OCEAN",4.71604938271605,0.225130890052356,3.35802469135802,11202
"11180",165400,-117.91,33.84,16,912,249,1.5903,"<1H OCEAN",3.69076305220884,0.275299238302503,3.66265060240964,11203
"11181",168100,-117.91,33.84,25,975,258,3.125,"<1H OCEAN",3.95736434108527,0.246816846229187,3.77906976744186,11204
"11183",161400,-117.91,33.83,37,719,243,3.0288,"<1H OCEAN",4.27572016460905,0.250240615976901,2.95884773662551,11206
"11185",166400,-117.92,33.83,52,855,293,3.6042,"<1H OCEAN",5.16723549488055,0.198811096433289,2.91808873720137,11208
"11186",170800,-117.91,33.83,32,2568,504,2.5509,"<1H OCEAN",3.68055555555556,0.284097035040431,5.09523809523809,11209
"11191",153100,-117.91,33.81,18,781,340,2.5625,"<1H OCEAN",3.47352941176471,0.298899237933954,2.29705882352941,11214
"11193",166300,-117.93,33.81,18,1640,563,4.8981,"<1H OCEAN",5.84547069271758,0.178365238529322,2.91296625222025,11216
"11194",205100,-117.92,33.81,34,759,184,5.6047,"<1H OCEAN",5.3695652173913,0.175101214574899,4.125,11217
"11198",157500,-117.9,33.8,22,2639,771,2.4833,"<1H OCEAN",3.8443579766537,0.279689608636977,3.42282749675746,11221
"11199",350000,-117.9,33.8,23,1940,358,3.0789,"<1H OCEAN",3.82122905027933,0.290204678362573,5.41899441340782,11222
"11200",212500,-117.9,33.8,27,1440,418,4.375,"<1H OCEAN",5.20574162679426,0.203125,3.44497607655502,11223
"11201",238000,-117.94,33.81,33,932,343,4.2759,"<1H OCEAN",5.5131195335277,0.176626123744051,2.71720116618076,11224
"11202",214300,-117.94,33.81,25,1127,455,3.256,"<1H OCEAN",3.8043956043956,0.278451761987291,2.47692307692308,11225
"11203",227400,-117.94,33.81,34,664,204,5.8461,"<1H OCEAN",6.32352941176471,0.157364341085271,3.25490196078431,11226
"11204",243200,-117.94,33.81,26,735,315,4.5714,"<1H OCEAN",5.04444444444444,0.162995594713656,2.33333333333333,11227
"11205",254800,-117.94,33.8,28,1500,499,4.9429,"<1H OCEAN",5.83967935871743,0.167810569663693,3.0060120240481,11228
"11206",172200,-117.94,33.81,24,3003,1014,3.6771,"<1H OCEAN",4.53846153846154,0.245762711864407,2.96153846153846,11229
"11208",208700,-117.95,33.82,35,514,174,4.0735,"<1H OCEAN",6.13793103448276,0.177902621722846,2.95402298850575,11231
"11209",224700,-117.95,33.82,35,496,168,4.3269,"<1H OCEAN",6.64880952380952,0.162041181736795,2.95238095238095,11232
"11212",195200,-117.96,33.8,30,488,139,4.7667,"<1H OCEAN",5.24460431654676,0.179698216735254,3.51079136690647,11235
"11215",180000,-117.96,33.81,35,1409,330,4.7738,"<1H OCEAN",6.04848484848485,0.163326653306613,4.26969696969697,11238
"11217",209400,-117.96,33.82,19,730,276,3.6422,"<1H OCEAN",4.34420289855072,0.209341117597998,2.64492753623188,11240
"11218",195200,-117.95,33.81,33,943,285,5.118,"<1H OCEAN",6.04912280701754,0.168793503480278,3.30877192982456,11241
"11220",240700,-117.95,33.81,24,1367,460,4.025,"<1H OCEAN",5.97608695652174,0.181156784285195,2.97173913043478,11243
"11222",174700,-118,33.81,22,1702,588,3.5268,"<1H OCEAN",4.49319727891156,0.24224072672218,2.89455782312925,11245
"11223",177100,-118.01,33.81,25,809,339,4.5179,"<1H OCEAN",5.40117994100295,0.188421627525942,2.38643067846608,11246
"11224",202800,-118,33.82,24,1495,634,3.1087,"<1H OCEAN",4.73501577287066,0.2145236508994,2.35804416403785,11247
"11225",153800,-118,33.81,13,1749,628,4.1276,"<1H OCEAN",4.42993630573248,0.217469446441409,2.78503184713376,11248
"11226",146300,-118,33.81,17,946,412,3.7059,"<1H OCEAN",5.19902912621359,0.203548085901027,2.29611650485437,11249
"11229",189600,-117.99,33.82,21,1510,460,2.8625,"<1H OCEAN",4.95869565217391,0.244191144234985,3.28260869565217,11252
"11230",182900,-117.99,33.81,23,3257,758,2.4526,"<1H OCEAN",4.33245382585752,0.242082825822168,4.29683377308707,11253
"11231",153100,-117.99,33.81,42,157,50,2.2,"<1H OCEAN",3.22,0.248447204968944,3.14,11254
"11232",162500,-117.99,33.81,46,66,14,4.1667,"<1H OCEAN",2.71428571428571,0.210526315789474,4.71428571428571,11255
"11233",181800,-117.98,33.81,28,2304,764,2.582,"<1H OCEAN",4.61780104712042,0.231292517006803,3.01570680628272,11256
"11235",215600,-117.98,33.81,35,479,161,5.152,"<1H OCEAN",5.57142857142857,0.173913043478261,2.97515527950311,11258
"11236",206300,-117.97,33.81,26,2457,1001,2.8042,"<1H OCEAN",4.01798201798202,0.268771755345599,2.45454545454545,11259
"11243",179700,-117.98,33.79,35,1659,480,4.1115,"<1H OCEAN",4.90833333333333,0.202886247877759,3.45625,11266
"11244",191400,-117.98,33.8,32,1503,402,4.3036,"<1H OCEAN",5.37562189054726,0.199907450254512,3.73880597014925,11267
"11245",225600,-117.97,33.8,35,1614,453,5.4631,"<1H OCEAN",6.58940397350993,0.158793969849246,3.56291390728477,11268
"11246",211400,-117.97,33.79,33,1704,591,3.6849,"<1H OCEAN",5.52961082910322,0.196144430844553,2.88324873096447,11269
"11250",187500,-117.98,33.78,31,1908,563,3.9798,"<1H OCEAN",5.01776198934281,0.193274336283186,3.38898756660746,11273
"11252",173900,-117.99,33.78,19,3554,1593,3.1049,"<1H OCEAN",4.64469554300063,0.229490471685363,2.23101067168864,11275
"11254",180200,-117.98,33.78,22,2901,920,3.2636,"<1H OCEAN",4.625,0.228202115158637,3.15326086956522,11277
"11258",188400,-117.96,33.8,33,1185,387,4.425,"<1H OCEAN",6.10335917312661,0.166807790008467,3.06201550387597,11281
"11260",191000,-117.95,33.78,26,2184,825,3.9536,"<1H OCEAN",4.98787878787879,0.214580801944107,2.64727272727273,11283
"11262",229200,-117.96,33.78,35,658,217,6.37,"<1H OCEAN",6.12903225806452,0.151127819548872,3.03225806451613,11285
"11263",214300,-117.94,33.8,23,1811,707,2.8,"<1H OCEAN",3.8995756718529,0.266231410953935,2.56152758132956,11286
"11265",214600,-117.95,33.8,34,905,292,4.6389,"<1H OCEAN",5.66438356164384,0.172309552599758,3.09931506849315,11288
"11266",215700,-117.95,33.8,32,634,197,5.237,"<1H OCEAN",6.18781725888325,0.157506152584085,3.21827411167513,11289
"11267",236500,-117.94,33.79,24,1902,733,4.7986,"<1H OCEAN",5.7012278308322,0.187604690117253,2.59481582537517,11290
"11268",231300,-117.93,33.78,36,1018,370,4.3906,"<1H OCEAN",5.86216216216216,0.165514061779622,2.75135135135135,11291
"11269",199200,-117.94,33.78,34,1409,450,4.7731,"<1H OCEAN",5.83777777777778,0.178149980966882,3.13111111111111,11292
"11270",190800,-117.93,33.79,36,1240,391,4.0909,"<1H OCEAN",6.04347826086957,0.17054591620821,3.17135549872123,11293
"11273",198700,-117.92,33.79,29,2683,881,3.1726,"<1H OCEAN",4.19069239500568,0.262459371614301,3.04540295119183,11296
"11275",170300,-117.91,33.79,22,2759,983,4.25,"<1H OCEAN",4.49338758901323,0.238623500113199,2.80671414038657,11298
"11277",182300,-117.93,33.78,28,2187,835,3.9018,"<1H OCEAN",5.24550898203593,0.187214611872146,2.61916167664671,11300
"11278",190300,-117.92,33.77,28,3282,889,3.522,"<1H OCEAN",4.0652418447694,0.265633646928611,3.6917885264342,11301
"11279",184000,-117.91,33.78,26,3596,967,3.045,"<1H OCEAN",4.44364012409514,0.241331161275308,3.71871768355739,11302
"11280",186500,-117.92,33.78,35,1065,354,3.4837,"<1H OCEAN",4.67231638418079,0.195284159613059,3.00847457627119,11303
"11281",133800,-117.95,33.78,9,2017,986,2.9726,"<1H OCEAN",3.60344827586207,0.291303124120462,2.04563894523327,11304
"11282",170800,-117.94,33.77,32,654,154,4.5052,"<1H OCEAN",4.63636363636364,0.198879551820728,4.24675324675325,11305
"11286",190700,-117.93,33.77,36,1842,561,4.5833,"<1H OCEAN",5.62745098039216,0.184352233132721,3.28342245989305,11309
"11287",236100,-117.96,33.78,26,1528,537,2.4931,"<1H OCEAN",3.97765363128492,0.260767790262172,2.84543761638734,11310
"11288",188500,-117.95,33.78,32,1376,532,3.7303,"<1H OCEAN",4.31578947368421,0.24390243902439,2.58646616541353,11311
"11289",269300,-117.96,33.78,33,658,242,4.875,"<1H OCEAN",6.28099173553719,0.164670485796152,2.71900826446281,11312
"11290",181800,-117.95,33.77,38,1114,309,4.1917,"<1H OCEAN",4.77669902912621,0.208672086720867,3.60517799352751,11313
"11291",180900,-117.95,33.77,38,691,204,3.2632,"<1H OCEAN",4.84803921568627,0.248736097067745,3.38725490196078,11314
"11293",162200,-117.97,33.77,20,1277,425,2.9414,"<1H OCEAN",4.67764705882353,0.21327967806841,3.00470588235294,11316
"11294",350000,-117.97,33.77,25,856,342,2.7157,"<1H OCEAN",3.78654970760234,0.322007722007722,2.50292397660819,11317
"11295",179600,-117.97,33.77,22,1543,533,2.6618,"<1H OCEAN",4.21013133208255,0.256238859180036,2.89493433395872,11318
"11297",169800,-117.98,33.77,7,1576,550,3.6333,"<1H OCEAN",4.09454545454545,0.253108348134991,2.86545454545455,11320
"11299",174200,-117.98,33.77,22,2034,662,4.0955,"<1H OCEAN",4.88821752265861,0.207972805933251,3.07250755287009,11322
"11300",196900,-117.98,33.76,29,1086,317,4.32,"<1H OCEAN",4.78864353312303,0.205533596837945,3.42586750788644,11323
"11302",189500,-117.96,33.76,24,1012,306,4.2813,"<1H OCEAN",4.33986928104575,0.218373493975904,3.30718954248366,11325
"11303",193900,-117.96,33.76,22,2126,527,3.7734,"<1H OCEAN",4.78178368121442,0.220634920634921,4.03415559772296,11326
"11304",176100,-117.96,33.75,14,1814,547,2.7986,"<1H OCEAN",4.58683729433272,0.243523316062176,3.31627056672761,11327
"11305",188000,-117.95,33.76,29,1703,343,4.1295,"<1H OCEAN",5.33236151603499,0.200109349371241,4.96501457725947,11328
"11306",184200,-117.94,33.76,27,1861,511,4.2386,"<1H OCEAN",4.91585127201566,0.201433121019108,3.64187866927593,11329
"11307",176200,-117.94,33.76,33,1233,331,3.7232,"<1H OCEAN",4.35347432024169,0.233865371269951,3.72507552870091,11330
"11308",191400,-117.95,33.76,24,3196,795,4.3512,"<1H OCEAN",4.97610062893082,0.20525783619818,4.02012578616352,11331
"11311",196300,-117.96,33.75,22,1625,542,2.78,"<1H OCEAN",4.24354243542435,0.234347826086957,2.99815498154982,11334
"11312",276100,-117.95,33.75,19,1098,275,6.6355,"<1H OCEAN",7.21090909090909,0.142713061018659,3.99272727272727,11335
"11316",190400,-117.97,33.75,32,973,290,3.75,"<1H OCEAN",5.39310344827586,0.172634271099744,3.3551724137931,11339
"11317",174100,-117.93,33.76,24,3308,714,4.1577,"<1H OCEAN",4.48459383753501,0.219550281074329,4.63305322128852,11340
"11318",162800,-117.93,33.75,24,1472,304,4.2219,"<1H OCEAN",4.53947368421053,0.245652173913043,4.84210526315789,11341
"11319",141600,-117.93,33.75,15,1666,575,3.5967,"<1H OCEAN",4.25739130434783,0.245915032679739,2.89739130434783,11342
"11321",177900,-117.93,33.76,21,2613,645,4.05,"<1H OCEAN",4.47131782945736,0.229542302357836,4.05116279069767,11344
"11322",137500,-117.92,33.75,8,1511,565,3.3629,"<1H OCEAN",4.11504424778761,0.257204301075269,2.67433628318584,11345
"11324",194800,-117.89,33.77,29,1849,470,4.4732,"<1H OCEAN",5.48297872340426,0.172681412495149,3.93404255319149,11347
"11325",182300,-117.9,33.77,35,1726,387,3.9613,"<1H OCEAN",5.17312661498708,0.188811188811189,4.45994832041344,11348
"11326",190400,-117.91,33.77,26,4545,1333,3.0902,"<1H OCEAN",4.16804201050263,0.251619870410367,3.40960240060015,11349
"11327",167400,-117.91,33.76,22,5254,1523,3.8506,"<1H OCEAN",4.94484569927774,0.208338866020449,3.44977019041366,11350
"11328",174300,-117.92,33.76,26,662,169,2.8438,"<1H OCEAN",4.63905325443787,0.225765306122449,3.91715976331361,11351
"11331",142800,-117.92,33.75,32,1196,201,3.0625,"<1H OCEAN",3.93034825870647,0.251898734177215,5.95024875621891,11354
"11333",142600,-117.93,33.74,15,677,270,3.9219,"<1H OCEAN",4.46666666666667,0.233830845771144,2.50740740740741,11356
"11335",87500,-117.93,33.74,5,666,197,3.3017,"<1H OCEAN",3.24365482233503,0.30829420970266,3.38071065989848,11358
"11336",186500,-117.92,33.74,13,3385,1109,3.1773,"<1H OCEAN",4.16591523895401,0.273809523809524,3.05229936880072,11359
"11337",159700,-117.92,33.74,18,2513,458,2.1838,"<1H OCEAN",3.57860262008734,0.299572910311165,5.48689956331878,11360
"11339",189300,-117.92,33.74,24,4011,1047,4.3882,"<1H OCEAN",5.08213944603629,0.199774478481488,3.83094555873926,11362
"11341",207200,-117.94,33.74,24,3118,798,4.2222,"<1H OCEAN",5.32330827067669,0.19774011299435,3.90726817042607,11364
"11344",225200,-117.95,33.74,25,976,245,5.4485,"<1H OCEAN",5.68571428571429,0.174443646805456,3.98367346938775,11367
"11345",271900,-117.95,33.74,21,1846,538,5.9838,"<1H OCEAN",6.64684014869888,0.154921700223714,3.43122676579926,11368
"11347",230000,-117.98,33.71,24,1101,407,4.4766,"<1H OCEAN",5.67076167076167,0.20103986135182,2.7051597051597,11370
"11349",229600,-117.98,33.71,26,1098,368,4.8611,"<1H OCEAN",5.17663043478261,0.195800524934383,2.98369565217391,11372
"11350",224800,-117.96,33.68,26,731,244,6.0905,"<1H OCEAN",5.63114754098361,0.170305676855895,2.99590163934426,11373
"11351",273800,-117.97,33.68,23,865,309,4.6452,"<1H OCEAN",5.57281553398058,0.183507549361208,2.79935275080906,11374
"11352",230700,-117.96,33.68,25,1085,343,4.7656,"<1H OCEAN",5.84256559766764,0.174151696606786,3.16326530612245,11375
"11353",219200,-117.96,33.68,18,817,485,2.3674,"<1H OCEAN",5.34845360824742,0.207787201233616,1.68453608247423,11376
"11354",152100,-117.96,33.68,24,3441,1198,4.25,"<1H OCEAN",5.43989983305509,0.196255945987418,2.87228714524207,11377
"11355",260900,-117.97,33.68,26,1930,585,5.7301,"<1H OCEAN",6.24444444444444,0.155488639474405,3.2991452991453,11378
"11356",230400,-117.95,33.69,26,817,261,4.875,"<1H OCEAN",5.42911877394636,0.186309103740296,3.13026819923372,11379
"11358",239200,-117.95,33.68,27,1115,308,5.5312,"<1H OCEAN",5.62337662337662,0.174942263279446,3.62012987012987,11381
"11361",372400,-117.95,33.67,25,810,265,8.289,"<1H OCEAN",6.78867924528302,0.129516397998888,3.05660377358491,11384
"11362",329800,-117.95,33.66,26,639,224,6.8226,"<1H OCEAN",7.97767857142857,0.127028539451595,2.85267857142857,11385
"11364",197900,-117.98,33.65,22,1500,719,3.7315,"<1H OCEAN",4.63838664812239,0.226086956521739,2.08623087621697,11387
"11365",211300,-117.98,33.65,18,436,180,4.2159,"<1H OCEAN",5.70555555555556,0.200584225900682,2.42222222222222,11388
"11366",294900,-117.98,33.65,22,1598,523,6.5501,"<1H OCEAN",6.86806883365201,0.146714922048998,3.05544933078394,11389
"11367",137500,-117.98,33.64,20,792,363,3.8187,"NEAR OCEAN",5.09917355371901,0.26742301458671,2.18181818181818,11390
"11368",139200,-117.97,33.74,16,784,360,4.2566,"<1H OCEAN",4.81944444444444,0.219020172910663,2.17777777777778,11391
"11370",222500,-117.97,33.73,27,1217,331,5.7121,"<1H OCEAN",6.33534743202417,0.154983309489747,3.67673716012085,11393
"11372",230000,-117.96,33.74,19,1025,383,4.1484,"<1H OCEAN",4.65535248041775,0.232753785754347,2.67624020887728,11395
"11373",347600,-117.96,33.73,22,1454,488,6.6324,"<1H OCEAN",7.12909836065574,0.130784708249497,2.97950819672131,11396
"11374",301800,-117.97,33.73,19,2130,589,7.2845,"<1H OCEAN",7.05263157894737,0.13480982185845,3.61629881154499,11397
"11376",288000,-117.95,33.72,21,1688,503,5.9582,"<1H OCEAN",6.17693836978131,0.15545542323785,3.3558648111332,11399
"11377",318200,-117.96,33.72,23,1858,538,6.8645,"<1H OCEAN",7.30297397769517,0.142275388139476,3.45353159851301,11400
"11380",205800,-117.92,33.73,17,934,280,4.4728,"<1H OCEAN",6.04285714285714,0.173167848699764,3.33571428571429,11403
"11382",274200,-117.92,33.72,17,1520,498,5.5501,"<1H OCEAN",6.66265060240964,0.151295961422544,3.05220883534137,11405
"11384",290900,-117.95,33.71,16,3285,1495,3.4133,"<1H OCEAN",4.05217391304348,0.283096731594586,2.19732441471572,11407
